'2016-12-27 11:38:21',100422,23.6673,34.5338
'2016-12-27 11:48:21',100425,23.525,35.9015
'2016-12-27 11:58:21',100422,23.0827,37.0374
'2016-12-27 12:08:21',100407,22.6607,36.5644
'2016-12-27 12:18:21',100438,22.9759,35.6632
'2016-12-27 12:28:21',100400,23.0522,36.3466
'2016-12-27 12:38:22',100422,22.5946,36.8972
'2016-12-27 12:48:22',100363,22.1574,37.0937
'2016-12-27 12:58:22',100379,22.6607,35.9376
'2016-12-27 13:08:22',100364,23.2505,35.0462
'2016-12-27 13:18:22',100361,23.2454,36.029
'2016-12-27 13:28:22',100362,22.9353,36.659
'2016-12-27 13:38:22',100356,22.6709,36.2823
'2016-12-27 13:48:22',100360,23.1894,35.1692
'2016-12-27 13:58:22',100372,23.7182,33.9425
'2016-12-27 14:08:22',100385,23.5555,35.1146
'2016-12-27 14:18:22',100388,23.4538,34.7231
'2016-12-27 14:28:22',100393,23.6063,34.6348
'2016-12-27 14:38:22',100411,23.3877,35.696
'2016-12-27 14:48:23',100414,23.0674,36.2146
'2016-12-27 14:58:23',100435,22.8183,36.1667
'2016-12-27 15:08:23',100426,22.5692,36.1521
'2016-12-27 15:18:23',100437,22.9658,35.2293
'2016-12-27 15:28:23',100443,23.0776,35.488
'2016-12-27 15:38:23',100441,22.9912,36.0696
'2016-12-27 15:48:23',100431,22.9658,35.1183
'2016-12-27 15:58:23',100444,23.7131,34.3037
'2016-12-27 16:08:23',100454,23.7792,34.2698
'2016-12-27 16:18:23',100462,23.403,34.9359
'2016-12-27 16:28:23',100478,23.8046,34.116
'2016-12-27 16:38:23',100481,23.8046,34.1605
'2016-12-27 16:48:23',100497,23.4843,35.1146
'2016-12-27 16:58:24',100512,23.403,34.4857
'2016-12-27 17:08:24',100527,23.8809,33.7934
'2016-12-27 17:18:24',100535,23.5962,34.0779
'2016-12-27 17:28:24',100544,23.1437,34.7545
'2016-12-27 17:38:24',100541,23.6521,33.7984
'2016-12-27 17:48:24',100560,23.9469,33.4199
'2016-12-27 17:58:24',100566,23.7741,33.6073
'2016-12-27 18:08:24',100571,23.2606,34.2524
'2016-12-27 18:18:24',100576,23.2047,34.0481
'2016-12-27 18:28:24',100598,23.7995,33.0694
'2016-12-27 18:38:24',100614,23.7029,33.129
'2016-12-27 18:48:25',100654,23.3216,33.3899
'2016-12-27 18:58:25',100665,22.9048,33.5976
'2016-12-27 19:08:25',100678,22.7573,33.5921
'2016-12-27 19:18:25',100686,23.3318,32.729
'2016-12-27 19:28:25',100705,23.8859,31.9176
'2016-12-27 19:38:25',100715,23.7538,31.8804
'2016-12-27 19:48:25',100730,23.3572,32.1024
'2016-12-27 19:58:25',100749,22.92,32.26
'2016-12-27 20:08:25',100769,23.22,31.7033
'2016-12-27 20:18:25',100770,23.6114,31.2023
'2016-12-27 20:28:25',100771,23.6877,30.9515
'2016-12-27 20:38:26',100793,23.2454,31.2602
'2016-12-27 20:48:26',100820,22.8031,31.5515
